checked_at,date,slot,remaining,is_full
2026-08-14T21:57:09.676Z,2026-08-14,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-14T21:57:09.676Z,2026-08-14,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-14T22:27:23.688Z,2026-08-14,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-14T22:27:23.688Z,2026-08-14,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-14T22:51:52.933Z,2026-08-14,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-14T22:51:52.933Z,2026-08-14,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-14T23:12:04.061Z,2026-08-14,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-14T23:12:04.061Z,2026-08-14,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-14T23:38:33.944Z,2026-08-14,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-14T23:38:33.944Z,2026-08-14,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-14T23:59:25.149Z,2026-08-14,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-14T23:59:25.149Z,2026-08-14,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-15T18:37:37.021Z,2026-09-02,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-15T18:37:37.021Z,2026-09-02,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-16T06:15:36.982Z,2026-08-18,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-16T06:15:36.982Z,2026-08-18,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-16T14:10:24.903Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-16T14:10:24.903Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-16T14:38:30.456Z,2026-08-18,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-16T14:38:30.456Z,2026-08-18,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-17T02:03:22.557Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　2名",2,0
2026-08-17T02:03:22.557Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
2026-08-17T03:09:26.770Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　2名",2,0
2026-08-17T03:09:26.770Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　1名",1,0
2026-08-17T04:53:59.308Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　3名",3,0
2026-08-17T04:53:59.308Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　1名",1,0
2026-08-17T05:31:44.405Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　3名",3,0
2026-08-17T05:31:44.405Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　2名",2,0
2026-08-17T06:03:41.357Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　3名",3,0
2026-08-17T06:03:41.357Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　3名",3,0
2026-08-17T07:13:11.411Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　3名",3,0
2026-08-17T07:13:11.411Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　4名",4,0
2026-08-17T08:02:38.646Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-17T08:02:38.646Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　4名",4,0
2026-08-17T08:56:26.298Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-17T08:56:26.298Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　4名",4,0
2026-08-17T09:43:48.653Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-17T09:43:48.653Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　4名",4,0
2026-08-17T10:17:07.126Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-17T10:17:07.126Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　4名",4,0
2026-08-17T10:52:06.183Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-17T10:52:06.183Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　4名",4,0
2026-08-17T11:16:28.438Z,2026-08-17,"午前試験（受付時間　 8:00）従来の免許証 残り　0名",0,1
2026-08-17T11:16:28.438Z,2026-08-17,"午後試験（受付時間　11:00）従来の免許証 残り　0名",0,1
